date,region,product,customer_segment,agent_team,ai_assisted,contacts,resolved_contacts,first_contact_resolutions,repeat_contacts,total_handling_seconds
2026-06-19,West,Core ERP,Enterprise,Beta,True,4,4,3,1,734
2026-06-19,West,Core ERP,Enterprise,Gamma,False,1,1,1,0,499
2026-06-19,West,Core ERP,Enterprise,Gamma,True,5,4,3,1,935
2026-06-19,West,Core ERP,Mid-Market,Alpha,False,2,2,2,0,954
2026-06-19,West,Core ERP,Mid-Market,Alpha,True,20,20,12,5,5060
2026-06-19,West,Core ERP,Mid-Market,Beta,False,2,2,1,0,720
2026-06-19,West,Core ERP,Mid-Market,Beta,True,17,17,12,8,3305
2026-06-19,West,Core ERP,Mid-Market,Gamma,False,1,1,1,0,446
2026-06-19,West,Core ERP,Mid-Market,Gamma,True,10,9,5,2,2297
2026-06-19,West,Core ERP,SMB,Alpha,False,5,5,3,1,2248
2026-06-19,West,Core ERP,SMB,Alpha,True,44,44,27,6,10365
2026-06-19,West,Core ERP,SMB,Beta,False,10,10,8,2,4376
2026-06-19,West,Core ERP,SMB,Beta,True,63,61,46,19,14650
2026-06-19,West,Core ERP,SMB,Gamma,False,10,10,6,0,4996
2026-06-19,West,Core ERP,SMB,Gamma,True,60,57,47,14,14914
2026-06-19,West,CRM Cloud,Enterprise,Alpha,False,1,1,1,0,563
2026-06-19,West,CRM Cloud,Enterprise,Alpha,True,4,4,1,2,1129
2026-06-19,West,CRM Cloud,Enterprise,Beta,False,1,1,1,0,599
2026-06-19,West,CRM Cloud,Enterprise,Beta,True,5,5,4,1,1342
2026-06-19,West,CRM Cloud,Enterprise,Gamma,True,3,3,2,0,853
2026-06-19,West,CRM Cloud,Mid-Market,Alpha,False,1,1,1,0,580
2026-06-19,West,CRM Cloud,Mid-Market,Alpha,True,17,17,12,9,6249
2026-06-19,West,CRM Cloud,Mid-Market,Beta,False,4,4,1,1,2312
2026-06-19,West,CRM Cloud,Mid-Market,Beta,True,20,20,17,4,3507
2026-06-19,West,CRM Cloud,Mid-Market,Gamma,False,6,6,4,0,3607
2026-06-19,West,CRM Cloud,Mid-Market,Gamma,True,15,14,10,4,4634
2026-06-19,West,CRM Cloud,SMB,Alpha,False,6,6,5,1,3426
2026-06-19,West,CRM Cloud,SMB,Alpha,True,35,34,26,8,9724
2026-06-19,West,CRM Cloud,SMB,Beta,False,7,7,3,0,3874
2026-06-19,West,CRM Cloud,SMB,Beta,True,61,58,41,15,21169
2026-06-19,West,CRM Cloud,SMB,Gamma,False,13,13,7,2,8045
2026-06-19,West,CRM Cloud,SMB,Gamma,True,37,37,23,11,9480
2026-06-19,West,Analytics Suite,Enterprise,Alpha,False,1,1,1,0,818
2026-06-19,West,Analytics Suite,Enterprise,Alpha,True,3,3,2,2,1177
2026-06-19,West,Analytics Suite,Enterprise,Beta,True,3,3,3,1,966
2026-06-19,West,Analytics Suite,Enterprise,Gamma,True,2,2,1,1,780
2026-06-19,West,Analytics Suite,Mid-Market,Alpha,True,17,17,12,6,6528
2026-06-19,West,Analytics Suite,Mid-Market,Beta,False,5,5,3,2,3863
2026-06-19,West,Analytics Suite,Mid-Market,Beta,True,21,21,9,11,8505
2026-06-19,West,Analytics Suite,Mid-Market,Gamma,False,5,5,4,2,4146
2026-06-19,West,Analytics Suite,Mid-Market,Gamma,True,14,13,4,7,4996
2026-06-19,West,Analytics Suite,SMB,Alpha,False,7,6,5,0,4794
2026-06-19,West,Analytics Suite,SMB,Alpha,True,54,54,30,20,19851
2026-06-19,West,Analytics Suite,SMB,Beta,False,1,1,0,0,722
2026-06-19,West,Analytics Suite,SMB,Beta,True,35,35,22,13,13034
2026-06-19,West,Analytics Suite,SMB,Gamma,False,7,7,3,1,5588
2026-06-19,West,Analytics Suite,SMB,Gamma,True,39,39,20,21,15804
2026-06-20,North,Core ERP,Enterprise,Alpha,True,2,2,1,0,501
2026-06-20,North,Core ERP,Enterprise,Beta,True,1,1,1,0,216
2026-06-20,North,Core ERP,Enterprise,Gamma,True,4,4,3,1,916
2026-06-20,North,Core ERP,Mid-Market,Alpha,False,1,1,0,0,427
2026-06-20,North,Core ERP,Mid-Market,Alpha,True,7,7,5,3,1769
2026-06-20,North,Core ERP,Mid-Market,Beta,True,5,5,2,1,821
2026-06-20,North,Core ERP,Mid-Market,Gamma,True,3,3,1,1,756
2026-06-20,North,Core ERP,SMB,Alpha,False,4,4,4,0,1729
2026-06-20,North,Core ERP,SMB,Alpha,True,24,24,20,12,6209
2026-06-20,North,Core ERP,SMB,Beta,False,5,5,3,0,2131
2026-06-20,North,Core ERP,SMB,Beta,True,14,14,11,1,2860
2026-06-20,North,Core ERP,SMB,Gamma,False,1,1,1,0,511
2026-06-20,North,Core ERP,SMB,Gamma,True,12,12,9,2,2784
2026-06-20,North,CRM Cloud,Enterprise,Alpha,False,1,1,1,1,601
2026-06-20,North,CRM Cloud,Enterprise,Alpha,True,1,1,1,0,247
2026-06-20,North,CRM Cloud,Enterprise,Beta,False,1,1,1,1,579
2026-06-20,North,CRM Cloud,Enterprise,Beta,True,1,1,0,0,282
2026-06-20,North,CRM Cloud,Enterprise,Gamma,True,1,1,0,1,289
2026-06-20,North,CRM Cloud,Mid-Market,Alpha,False,1,1,1,0,554
2026-06-20,North,CRM Cloud,Mid-Market,Alpha,True,7,7,5,3,1819
2026-06-20,North,CRM Cloud,Mid-Market,Beta,True,8,8,6,0,2054
2026-06-20,North,CRM Cloud,Mid-Market,Gamma,False,1,1,1,0,584
2026-06-20,North,CRM Cloud,Mid-Market,Gamma,True,4,4,4,0,1300
2026-06-20,North,CRM Cloud,SMB,Alpha,False,2,2,1,0,1181
2026-06-20,North,CRM Cloud,SMB,Alpha,True,10,10,7,3,2741
2026-06-20,North,CRM Cloud,SMB,Beta,False,5,5,4,1,3185
2026-06-20,North,CRM Cloud,SMB,Beta,True,21,21,10,4,7296
2026-06-20,North,CRM Cloud,SMB,Gamma,False,4,4,2,1,2611
2026-06-20,North,CRM Cloud,SMB,Gamma,True,19,18,13,7,5919
2026-06-20,North,Analytics Suite,Enterprise,Alpha,True,3,3,3,1,1058
2026-06-20,North,Analytics Suite,Enterprise,Beta,True,2,2,1,0,757
2026-06-20,North,Analytics Suite,Enterprise,Gamma,True,1,1,1,0,415
2026-06-20,North,Analytics Suite,Mid-Market,Alpha,True,4,4,3,1,1597
2026-06-20,North,Analytics Suite,Mid-Market,Beta,False,1,1,1,0,702
2026-06-20,North,Analytics Suite,Mid-Market,Beta,True,8,8,3,5,3095
2026-06-20,North,Analytics Suite,Mid-Market,Gamma,True,4,4,2,3,1569
2026-06-20,North,Analytics Suite,SMB,Alpha,False,6,6,5,1,4737
2026-06-20,North,Analytics Suite,SMB,Alpha,True,12,12,6,6,4877
2026-06-20,North,Analytics Suite,SMB,Beta,False,1,1,1,0,648
2026-06-20,North,Analytics Suite,SMB,Beta,True,13,12,8,6,4808
2026-06-20,North,Analytics Suite,SMB,Gamma,False,4,4,3,0,3384
2026-06-20,North,Analytics Suite,SMB,Gamma,True,23,23,11,9,8653
2026-06-20,South,Core ERP,Enterprise,Alpha,True,1,1,1,0,236
2026-06-20,South,Core ERP,Enterprise,Beta,True,1,1,1,0,261
2026-06-20,South,Core ERP,Enterprise,Gamma,True,3,3,3,1,841
2026-06-20,South,Core ERP,Mid-Market,Alpha,False,1,1,1,0,520
2026-06-20,South,Core ERP,Mid-Market,Beta,False,2,2,1,0,801
2026-06-20,South,Core ERP,Mid-Market,Beta,True,5,4,4,2,956
2026-06-20,South,Core ERP,Mid-Market,Gamma,True,5,5,4,2,1585
2026-06-20,South,Core ERP,SMB,Alpha,False,4,4,3,1,1808
2026-06-20,South,Core ERP,SMB,Alpha,True,8,8,6,1,1735
2026-06-20,South,Core ERP,SMB,Beta,False,3,3,3,0,1194
2026-06-20,South,Core ERP,SMB,Beta,True,11,11,9,0,2119
2026-06-20,South,Core ERP,SMB,Gamma,False,3,3,3,0,1423
2026-06-20,South,Core ERP,SMB,Gamma,True,11,11,7,2,1893
2026-06-20,South,CRM Cloud,Enterprise,Alpha,True,3,3,3,0,787
2026-06-20,South,CRM Cloud,Enterprise,Beta,True,1,1,1,0,296
2026-06-20,South,CRM Cloud,Enterprise,Gamma,True,1,1,1,0,250
2026-06-20,South,CRM Cloud,Mid-Market,Alpha,False,1,1,1,0,582
2026-06-20,South,CRM Cloud,Mid-Market,Alpha,True,2,2,2,0,702
2026-06-20,South,CRM Cloud,Mid-Market,Beta,False,1,1,0,1,561
2026-06-20,South,CRM Cloud,Mid-Market,Beta,True,2,2,1,1,603
2026-06-20,South,CRM Cloud,Mid-Market,Gamma,False,1,1,0,0,607
2026-06-20,South,CRM Cloud,Mid-Market,Gamma,True,8,7,3,1,2485
2026-06-20,South,CRM Cloud,SMB,Alpha,False,4,4,3,1,2538
2026-06-20,South,CRM Cloud,SMB,Alpha,True,17,17,11,2,5300
2026-06-20,South,CRM Cloud,SMB,Beta,False,4,4,4,0,2015
2026-06-20,South,CRM Cloud,SMB,Beta,True,10,10,4,3,2589
2026-06-20,South,CRM Cloud,SMB,Gamma,False,2,2,1,0,1338
2026-06-20,South,CRM Cloud,SMB,Gamma,True,9,9,8,5,2482
2026-06-20,South,Analytics Suite,Enterprise,Alpha,True,1,1,1,1,373
2026-06-20,South,Analytics Suite,Enterprise,Beta,True,3,3,2,1,1147
2026-06-20,South,Analytics Suite,Enterprise,Gamma,True,1,1,1,1,394
2026-06-20,South,Analytics Suite,Mid-Market,Alpha,False,1,1,0,0,759
2026-06-20,South,Analytics Suite,Mid-Market,Alpha,True,4,4,2,2,1603
2026-06-20,South,Analytics Suite,Mid-Market,Beta,False,1,1,1,0,693
2026-06-20,South,Analytics Suite,Mid-Market,Beta,True,5,5,2,3,1784
2026-06-20,South,Analytics Suite,Mid-Market,Gamma,False,1,1,0,0,839
2026-06-20,South,Analytics Suite,Mid-Market,Gamma,True,6,5,2,2,1832
2026-06-20,South,Analytics Suite,SMB,Alpha,False,3,3,2,0,2343
2026-06-20,South,Analytics Suite,SMB,Alpha,True,6,6,2,3,2412
2026-06-20,South,Analytics Suite,SMB,Beta,False,1,1,1,0,768
2026-06-20,South,Analytics Suite,SMB,Beta,True,10,10,7,4,3734
2026-06-20,South,Analytics Suite,SMB,Gamma,False,1,1,1,1,821
2026-06-20,South,Analytics Suite,SMB,Gamma,True,19,18,12,10,7259
2026-06-20,East,Core ERP,Enterprise,Alpha,True,1,1,0,0,243
2026-06-20,East,Core ERP,Enterprise,Beta,True,1,1,1,0,200
2026-06-20,East,Core ERP,Enterprise,Gamma,True,1,1,0,0,236
2026-06-20,East,Core ERP,Mid-Market,Alpha,False,1,1,0,0,421
2026-06-20,East,Core ERP,Mid-Market,Alpha,True,3,2,2,0,392
2026-06-20,East,Core ERP,Mid-Market,Beta,True,3,3,3,0,753
2026-06-20,East,Core ERP,Mid-Market,Gamma,False,1,1,1,1,457
2026-06-20,East,Core ERP,Mid-Market,Gamma,True,5,5,2,0,1163
2026-06-20,East,Core ERP,SMB,Alpha,False,2,2,1,0,888
2026-06-20,East,Core ERP,SMB,Alpha,True,12,12,9,4,2241
2026-06-20,East,Core ERP,SMB,Beta,False,3,3,2,0,1325
2026-06-20,East,Core ERP,SMB,Beta,True,10,10,4,4,2501
2026-06-20,East,Core ERP,SMB,Gamma,False,3,2,2,1,901
2026-06-20,East,Core ERP,SMB,Gamma,True,7,7,5,2,1573
2026-06-20,East,CRM Cloud,Enterprise,Alpha,True,1,1,1,1,321
2026-06-20,East,CRM Cloud,Enterprise,Beta,True,1,1,1,0,350
2026-06-20,East,CRM Cloud,Enterprise,Gamma,True,1,1,0,0,286
2026-06-20,East,CRM Cloud,Mid-Market,Alpha,True,5,4,2,0,1076
2026-06-20,East,CRM Cloud,Mid-Market,Beta,True,1,1,0,0,327
2026-06-20,East,CRM Cloud,Mid-Market,Gamma,False,1,1,0,1,644
2026-06-20,East,CRM Cloud,Mid-Market,Gamma,True,5,5,3,1,1587
2026-06-20,East,CRM Cloud,SMB,Alpha,False,1,1,1,0,582
2026-06-20,East,CRM Cloud,SMB,Alpha,True,13,12,12,5,3436
2026-06-20,East,CRM Cloud,SMB,Beta,True,12,12,11,4,3392
2026-06-20,East,CRM Cloud,SMB,Gamma,False,1,1,1,0,605
2026-06-20,East,CRM Cloud,SMB,Gamma,True,14,13,10,4,3652
2026-06-20,East,Analytics Suite,Enterprise,Alpha,False,1,1,1,1,807
2026-06-20,East,Analytics Suite,Enterprise,Alpha,True,1,1,1,0,370
2026-06-20,East,Analytics Suite,Enterprise,Beta,False,1,1,1,0,751
2026-06-20,East,Analytics Suite,Enterprise,Gamma,True,2,2,2,2,758
2026-06-20,East,Analytics Suite,Mid-Market,Alpha,True,3,3,1,3,1105
2026-06-20,East,Analytics Suite,Mid-Market,Beta,True,1,1,1,1,349
2026-06-20,East,Analytics Suite,Mid-Market,Gamma,False,1,1,1,0,834
2026-06-20,East,Analytics Suite,Mid-Market,Gamma,True,2,2,0,2,827
2026-06-20,East,Analytics Suite,SMB,Alpha,False,3,3,1,0,2284
2026-06-20,East,Analytics Suite,SMB,Alpha,True,10,10,6,2,3945
2026-06-20,East,Analytics Suite,SMB,Beta,True,9,9,7,1,3053
2026-06-20,East,Analytics Suite,SMB,Gamma,False,3,3,0,2,2517
2026-06-20,East,Analytics Suite,SMB,Gamma,True,10,9,6,6,3337
2026-06-20,West,Core ERP,Enterprise,Alpha,True,4,4,3,1,1055
2026-06-20,West,Core ERP,Enterprise,Beta,True,3,3,2,0,643
2026-06-20,West,Core ERP,Enterprise,Gamma,True,1,1,1,0,237
2026-06-20,West,Core ERP,Mid-Market,Alpha,True,6,6,5,0,1428
2026-06-20,West,Core ERP,Mid-Market,Beta,False,1,1,1,0,449
2026-06-20,West,Core ERP,Mid-Market,Beta,True,7,6,5,2,1442
2026-06-20,West,Core ERP,Mid-Market,Gamma,False,2,2,1,0,952
2026-06-20,West,Core ERP,Mid-Market,Gamma,True,5,5,3,1,975
2026-06-20,West,Core ERP,SMB,Alpha,False,6,6,6,1,2704
2026-06-20,West,Core ERP,SMB,Alpha,True,11,11,6,0,2269
2026-06-20,West,Core ERP,SMB,Beta,False,5,5,5,2,2064
2026-06-20,West,Core ERP,SMB,Beta,True,17,17,13,5,3610
2026-06-20,West,Core ERP,SMB,Gamma,False,2,2,1,0,1002
2026-06-20,West,Core ERP,SMB,Gamma,True,15,15,11,4,3588
2026-06-20,West,CRM Cloud,Enterprise,Alpha,True,1,1,1,0,305
2026-06-20,West,CRM Cloud,Enterprise,Beta,True,1,1,1,0,242
2026-06-20,West,CRM Cloud,Enterprise,Gamma,False,1,1,0,0,663
2026-06-20,West,CRM Cloud,Enterprise,Gamma,True,2,2,1,1,609
2026-06-20,West,CRM Cloud,Mid-Market,Alpha,False,1,1,1,0,594
2026-06-20,West,CRM Cloud,Mid-Market,Alpha,True,7,7,3,1,2199
2026-06-20,West,CRM Cloud,Mid-Market,Beta,False,1,1,1,0,559
2026-06-20,West,CRM Cloud,Mid-Market,Beta,True,4,4,3,1,1143
2026-06-20,West,CRM Cloud,Mid-Market,Gamma,True,5,5,2,0,1586
2026-06-20,West,CRM Cloud,SMB,Alpha,False,5,5,4,0,3018
2026-06-20,West,CRM Cloud,SMB,Alpha,True,14,14,7,4,4081
2026-06-20,West,CRM Cloud,SMB,Beta,False,1,1,1,1,557
2026-06-20,West,CRM Cloud,SMB,Beta,True,19,19,13,2,4401
2026-06-20,West,CRM Cloud,SMB,Gamma,False,2,2,2,1,1190
2026-06-20,West,CRM Cloud,SMB,Gamma,True,19,18,12,7,6167
2026-06-20,West,Analytics Suite,Enterprise,Alpha,True,1,1,0,0,405
2026-06-20,West,Analytics Suite,Enterprise,Beta,False,1,1,0,0,726
2026-06-20,West,Analytics Suite,Enterprise,Beta,True,3,3,3,1,1055
2026-06-20,West,Analytics Suite,Enterprise,Gamma,True,1,1,1,0,444
2026-06-20,West,Analytics Suite,Mid-Market,Alpha,True,3,3,2,2,941
2026-06-20,West,Analytics Suite,Mid-Market,Beta,False,2,2,2,0,1467
2026-06-20,West,Analytics Suite,Mid-Market,Beta,True,5,5,1,0,2029
2026-06-20,West,Analytics Suite,Mid-Market,Gamma,False,1,1,1,0,816
2026-06-20,West,Analytics Suite,Mid-Market,Gamma,True,1,1,1,1,347
2026-06-20,West,Analytics Suite,SMB,Alpha,False,1,1,1,0,797
2026-06-20,West,Analytics Suite,SMB,Alpha,True,15,15,11,6,5799
2026-06-20,West,Analytics Suite,SMB,Beta,False,1,1,0,1,730
2026-06-20,West,Analytics Suite,SMB,Beta,True,18,18,11,9,6392
2026-06-20,West,Analytics Suite,SMB,Gamma,False,1,1,1,0,829
2026-06-20,West,Analytics Suite,SMB,Gamma,True,15,14,12,7,5443
2026-06-21,North,Core ERP,Enterprise,Alpha,True,2,2,1,1,458
2026-06-21,North,Core ERP,Enterprise,Beta,True,2,2,1,1,297
2026-06-21,North,Core ERP,Enterprise,Gamma,True,1,1,1,0,280
2026-06-21,North,Core ERP,Mid-Market,Alpha,False,1,1,1,0,457
2026-06-21,North,Core ERP,Mid-Market,Alpha,True,5,5,5,1,1081
2026-06-21,North,Core ERP,Mid-Market,Beta,False,2,2,2,1,963
2026-06-21,North,Core ERP,Mid-Market,Beta,True,5,5,5,2,852
2026-06-21,North,Core ERP,Mid-Market,Gamma,False,2,1,1,0,485
2026-06-21,North,Core ERP,Mid-Market,Gamma,True,5,5,3,0,1134
2026-06-21,North,Core ERP,SMB,Alpha,False,4,4,2,0,1627
2026-06-21,North,Core ERP,SMB,Alpha,True,17,16,12,5,4258
2026-06-21,North,Core ERP,SMB,Beta,False,3,3,3,0,1309
2026-06-21,North,Core ERP,SMB,Beta,True,15,13,13,1,2935
2026-06-21,North,Core ERP,SMB,Gamma,False,2,2,2,0,1017
2026-06-21,North,Core ERP,SMB,Gamma,True,13,13,9,4,3260
2026-06-21,North,CRM Cloud,Enterprise,Alpha,False,2,2,2,0,1253
2026-06-21,North,CRM Cloud,Enterprise,Beta,True,1,1,1,1,291
2026-06-21,North,CRM Cloud,Enterprise,Gamma,True,1,1,1,0,326
2026-06-21,North,CRM Cloud,Mid-Market,Alpha,True,4,4,2,2,1108
2026-06-21,North,CRM Cloud,Mid-Market,Beta,False,1,1,0,0,532
2026-06-21,North,CRM Cloud,Mid-Market,Beta,True,5,5,2,1,1437
2026-06-21,North,CRM Cloud,Mid-Market,Gamma,False,1,1,1,0,655
2026-06-21,North,CRM Cloud,Mid-Market,Gamma,True,6,6,5,1,1756
2026-06-21,North,CRM Cloud,SMB,Alpha,False,4,3,3,1,1789
2026-06-21,North,CRM Cloud,SMB,Alpha,True,22,21,15,10,6965
2026-06-21,North,CRM Cloud,SMB,Beta,False,1,1,1,1,595
2026-06-21,North,CRM Cloud,SMB,Beta,True,14,14,10,5,3345
2026-06-21,North,CRM Cloud,SMB,Gamma,False,1,1,1,1,630
2026-06-21,North,CRM Cloud,SMB,Gamma,True,11,11,6,4,3428
2026-06-21,North,Analytics Suite,Enterprise,Alpha,True,1,1,1,0,393
2026-06-21,North,Analytics Suite,Enterprise,Beta,True,1,1,1,0,332
2026-06-21,North,Analytics Suite,Enterprise,Gamma,True,1,1,0,0,372
2026-06-21,North,Analytics Suite,Mid-Market,Alpha,True,8,8,4,1,2935
2026-06-21,North,Analytics Suite,Mid-Market,Beta,False,1,1,0,0,767
2026-06-21,North,Analytics Suite,Mid-Market,Beta,True,3,3,1,1,1059
2026-06-21,North,Analytics Suite,Mid-Market,Gamma,True,3,3,2,2,1203
2026-06-21,North,Analytics Suite,SMB,Alpha,False,4,4,2,2,3072
2026-06-21,North,Analytics Suite,SMB,Alpha,True,20,18,12,8,7459
2026-06-21,North,Analytics Suite,SMB,Beta,False,3,3,2,0,2336
2026-06-21,North,Analytics Suite,SMB,Beta,True,17,17,7,8,6079
2026-06-21,North,Analytics Suite,SMB,Gamma,False,3,3,3,2,2392
2026-06-21,North,Analytics Suite,SMB,Gamma,True,24,24,17,10,9964
2026-06-21,South,Core ERP,Enterprise,Alpha,True,2,2,2,0,424
2026-06-21,South,Core ERP,Enterprise,Beta,True,1,1,1,1,215
2026-06-21,South,Core ERP,Enterprise,Gamma,True,1,1,1,0,305
2026-06-21,South,Core ERP,Mid-Market,Alpha,False,1,1,1,0,442
2026-06-21,South,Core ERP,Mid-Market,Alpha,True,5,5,4,1,1078
2026-06-21,South,Core ERP,Mid-Market,Beta,True,5,5,4,3,956
2026-06-21,South,Core ERP,Mid-Market,Gamma,False,1,1,1,0,497
2026-06-21,South,Core ERP,Mid-Market,Gamma,True,4,4,3,0,990
2026-06-21,South,Core ERP,SMB,Alpha,False,7,7,7,1,3172
2026-06-21,South,Core ERP,SMB,Alpha,True,10,10,6,2,2602
2026-06-21,South,Core ERP,SMB,Beta,False,2,2,1,0,790
2026-06-21,South,Core ERP,SMB,Beta,True,18,18,11,7,4041
2026-06-21,South,Core ERP,SMB,Gamma,False,3,3,0,1,1264
2026-06-21,South,Core ERP,SMB,Gamma,True,17,17,11,5,3449
2026-06-21,South,CRM Cloud,Enterprise,Alpha,False,1,1,1,1,578
2026-06-21,South,CRM Cloud,Enterprise,Beta,True,2,2,2,1,565
2026-06-21,South,CRM Cloud,Enterprise,Gamma,True,1,1,1,0,299
2026-06-21,South,CRM Cloud,Mid-Market,Alpha,False,2,2,1,0,1217
2026-06-21,South,CRM Cloud,Mid-Market,Alpha,True,6,6,4,2,1812
2026-06-21,South,CRM Cloud,Mid-Market,Beta,False,2,2,2,0,1113
2026-06-21,South,CRM Cloud,Mid-Market,Beta,True,4,4,3,0,1055
2026-06-21,South,CRM Cloud,Mid-Market,Gamma,False,1,1,1,0,620
2026-06-21,South,CRM Cloud,Mid-Market,Gamma,True,3,3,2,0,818
2026-06-21,South,CRM Cloud,SMB,Alpha,False,4,4,3,1,2330
2026-06-21,South,CRM Cloud,SMB,Alpha,True,12,12,6,4,4061
2026-06-21,South,CRM Cloud,SMB,Beta,False,1,1,0,0,568
2026-06-21,South,CRM Cloud,SMB,Beta,True,14,14,10,3,3887
2026-06-21,South,CRM Cloud,SMB,Gamma,False,2,2,2,1,1352
2026-06-21,South,CRM Cloud,SMB,Gamma,True,18,17,14,4,4999
2026-06-21,South,Analytics Suite,Enterprise,Alpha,True,1,1,0,0,457
2026-06-21,South,Analytics Suite,Enterprise,Beta,True,2,2,1,0,751
2026-06-21,South,Analytics Suite,Enterprise,Gamma,True,1,1,0,0,396
2026-06-21,South,Analytics Suite,Mid-Market,Alpha,False,2,2,1,0,1533
2026-06-21,South,Analytics Suite,Mid-Market,Alpha,True,2,2,0,0,717
2026-06-21,South,Analytics Suite,Mid-Market,Beta,False,1,1,0,1,704
2026-06-21,South,Analytics Suite,Mid-Market,Beta,True,7,7,7,3,2663
2026-06-21,South,Analytics Suite,Mid-Market,Gamma,False,1,1,0,0,798
2026-06-21,South,Analytics Suite,Mid-Market,Gamma,True,2,2,1,1,699
2026-06-21,South,Analytics Suite,SMB,Alpha,False,2,2,2,1,1650
2026-06-21,South,Analytics Suite,SMB,Alpha,True,14,13,9,8,4795
2026-06-21,South,Analytics Suite,SMB,Beta,False,3,3,2,0,2085
2026-06-21,South,Analytics Suite,SMB,Beta,True,11,11,7,2,3901
2026-06-21,South,Analytics Suite,SMB,Gamma,False,3,3,2,1,2442
2026-06-21,South,Analytics Suite,SMB,Gamma,True,16,15,11,9,5752
2026-06-21,East,Core ERP,Enterprise,Alpha,True,1,1,0,0,281
2026-06-21,East,Core ERP,Enterprise,Beta,True,1,1,1,0,203
2026-06-21,East,Core ERP,Enterprise,Gamma,True,2,2,2,1,434
2026-06-21,East,Core ERP,Mid-Market,Alpha,True,1,1,0,1,222
2026-06-21,East,Core ERP,Mid-Market,Beta,True,2,2,1,0,381
2026-06-21,East,Core ERP,Mid-Market,Gamma,False,2,2,0,0,958
2026-06-21,East,Core ERP,Mid-Market,Gamma,True,3,3,1,0,565
2026-06-21,East,Core ERP,SMB,Alpha,False,2,2,2,0,914
2026-06-21,East,Core ERP,SMB,Alpha,True,6,6,4,2,1177
2026-06-21,East,Core ERP,SMB,Beta,True,14,14,12,3,3536
2026-06-21,East,Core ERP,SMB,Gamma,True,10,10,7,2,2304
2026-06-21,East,CRM Cloud,Enterprise,Alpha,True,1,1,1,0,297
2026-06-21,East,CRM Cloud,Enterprise,Beta,True,1,1,1,0,335
2026-06-21,East,CRM Cloud,Enterprise,Gamma,True,1,1,0,1,300
2026-06-21,East,CRM Cloud,Mid-Market,Alpha,True,5,5,4,2,1581
2026-06-21,East,CRM Cloud,Mid-Market,Beta,False,1,1,1,1,572
2026-06-21,East,CRM Cloud,Mid-Market,Beta,True,2,2,1,1,692
2026-06-21,East,CRM Cloud,Mid-Market,Gamma,False,1,1,1,1,596
2026-06-21,East,CRM Cloud,Mid-Market,Gamma,True,3,3,2,1,932
2026-06-21,East,CRM Cloud,SMB,Alpha,False,5,5,2,1,3143
2026-06-21,East,CRM Cloud,SMB,Alpha,True,13,13,10,4,4361
2026-06-21,East,CRM Cloud,SMB,Beta,False,2,2,2,0,1099
2026-06-21,East,CRM Cloud,SMB,Beta,True,7,7,5,3,2123
2026-06-21,East,CRM Cloud,SMB,Gamma,False,2,2,1,1,1189
2026-06-21,East,CRM Cloud,SMB,Gamma,True,12,12,8,2,3668
2026-06-21,East,Analytics Suite,Enterprise,Alpha,True,2,2,2,2,706
2026-06-21,East,Analytics Suite,Enterprise,Beta,True,1,1,0,0,336
2026-06-21,East,Analytics Suite,Enterprise,Gamma,False,1,1,0,0,884
2026-06-21,East,Analytics Suite,Mid-Market,Alpha,False,1,1,1,0,727
2026-06-21,East,Analytics Suite,Mid-Market,Alpha,True,2,2,1,1,732
2026-06-21,East,Analytics Suite,Mid-Market,Beta,False,1,1,1,0,700
2026-06-21,East,Analytics Suite,Mid-Market,Beta,True,1,1,0,1,315
2026-06-21,East,Analytics Suite,Mid-Market,Gamma,False,1,1,0,0,798
2026-06-21,East,Analytics Suite,Mid-Market,Gamma,True,4,4,2,2,1615
2026-06-21,East,Analytics Suite,SMB,Alpha,False,6,6,6,0,4937
2026-06-21,East,Analytics Suite,SMB,Alpha,True,10,9,6,4,3796
2026-06-21,East,Analytics Suite,SMB,Beta,True,12,12,6,3,3998
2026-06-21,East,Analytics Suite,SMB,Gamma,False,4,4,3,2,3162
2026-06-21,East,Analytics Suite,SMB,Gamma,True,13,13,7,5,5116
2026-06-21,West,Core ERP,Enterprise,Alpha,True,1,1,1,0,174
2026-06-21,West,Core ERP,Enterprise,Beta,True,1,1,0,0,212
2026-06-21,West,Core ERP,Enterprise,Gamma,True,3,3,2,0,712
2026-06-21,West,Core ERP,Mid-Market,Alpha,True,3,3,3,3,569
2026-06-21,West,Core ERP,Mid-Market,Beta,True,6,6,5,1,1315
2026-06-21,West,Core ERP,Mid-Market,Gamma,True,5,5,5,1,1171
2026-06-21,West,Core ERP,SMB,Alpha,False,3,3,2,0,1385
2026-06-21,West,Core ERP,SMB,Alpha,True,12,12,12,4,2227
2026-06-21,West,Core ERP,SMB,Beta,False,1,1,0,0,465
2026-06-21,West,Core ERP,SMB,Beta,True,14,13,12,5,2472
2026-06-21,West,Core ERP,SMB,Gamma,False,2,2,1,1,890
2026-06-21,West,Core ERP,SMB,Gamma,True,12,12,9,3,3051
2026-06-21,West,CRM Cloud,Enterprise,Alpha,True,1,1,0,0,311
2026-06-21,West,CRM Cloud,Enterprise,Beta,True,2,2,2,1,608
2026-06-21,West,CRM Cloud,Enterprise,Gamma,True,1,1,1,0,348
2026-06-21,West,CRM Cloud,Mid-Market,Alpha,True,5,5,3,2,1803
